workerid,condition,firstPerson,order.1,order.2,order.3,order.4,order.5,order.6,order.7,order.8,order.9,order.10,spinnerID.1,spinnerID.2,spinnerID.3,spinnerID.4,spinnerID.5,spinnerID.6,spinnerID.7,spinnerID.8,spinnerID.9,spinnerID.10,payoff1.1,payoff1.2,payoff1.3,payoff1.4,payoff1.5,payoff1.6,payoff1.7,payoff1.8,payoff1.9,payoff1.10,payoff2.1,payoff2.2,payoff2.3,payoff2.4,payoff2.5,payoff2.6,payoff2.7,payoff2.8,payoff2.9,payoff2.10,payoff3.1,payoff3.2,payoff3.3,payoff3.4,payoff3.5,payoff3.6,payoff3.7,payoff3.8,payoff3.9,payoff3.10,prob1.1,prob1.2,prob1.3,prob1.4,prob1.5,prob1.6,prob1.7,prob1.8,prob1.9,prob1.10,prob2.1,prob2.2,prob2.3,prob2.4,prob2.5,prob2.6,prob2.7,prob2.8,prob2.9,prob2.10,prob3.1,prob3.2,prob3.3,prob3.4,prob3.5,prob3.6,prob3.7,prob3.8,prob3.9,prob3.10,win.1,win.2,win.3,win.4,win.5,win.6,win.7,win.8,win.9,win.10,winProb.1,winProb.2,winProb.3,winProb.4,winProb.5,winProb.6,winProb.7,winProb.8,winProb.9,winProb.10,angleProp.1,angleProp.2,angleProp.3,angleProp.4,angleProp.5,angleProp.6,angleProp.7,angleProp.8,angleProp.9,angleProp.10,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,reactionTime.6,reactionTime.7,reactionTime.8,reactionTime.9,reactionTime.10,happy.1,happy.2,happy.3,happy.4,happy.5,happy.6,happy.7,happy.8,happy.9,happy.10,sad.1,sad.2,sad.3,sad.4,sad.5,sad.6,sad.7,sad.8,sad.9,sad.10,anger.1,anger.2,anger.3,anger.4,anger.5,anger.6,anger.7,anger.8,anger.9,anger.10,surprise.1,surprise.2,surprise.3,surprise.4,surprise.5,surprise.6,surprise.7,surprise.8,surprise.9,surprise.10,disgust.1,disgust.2,disgust.3,disgust.4,disgust.5,disgust.6,disgust.7,disgust.8,disgust.9,disgust.10,fear.1,fear.2,fear.3,fear.4,fear.5,fear.6,fear.7,fear.8,fear.9,fear.10,content.1,content.2,content.3,content.4,content.5,content.6,content.7,content.8,content.9,content.10,disapp.1,disapp.2,disapp.3,disapp.4,disapp.5,disapp.6,disapp.7,disapp.8,disapp.9,disapp.10,socCompArray.1,socCompArray.2,socCompArray.3,socCompArray.4,socCompArray.5,socCompArray.6,socCompArray.7,socCompArray.8,socCompArray.9,socCompArray.10,RSEArray.1,RSEArray.2,RSEArray.3,RSEArray.4,RSEArray.5,RSEArray.6,RSEArray.7,RSEArray.8,RSEArray.9,RSEArray.10,LOTRArray.1,LOTRArray.2,LOTRArray.3,LOTRArray.4,LOTRArray.5,LOTRArray.6,LOTRArray.7,LOTRArray.8,LOTRArray.9,LOTRArray.10,PHQArray.1,PHQArray.2,socComp,RSE,LOTR,SINS,PHQ,gender,age,nativeLanguage,browser,browserOS
111,1,1,1,2,3,4,5,6,7,8,9,10,31,18,4,20,24,19,30,29,32,42,45,25,10,25,20,25,40,40,45,0,60,60,35,45,60,45,65,65,60,40,90,100,75,80,90,80,100,100,90,95,0.54,0.43,0.5,0.26,0.33,0.31,0.37,0.38,0.52,0.26,0.3,0.35,0.31,0.32,0.2,0.32,0.32,0.34,0.29,0.42,0.16,0.22,0.19,0.42,0.47,0.37,0.31,0.28,0.19,0.32,45,100,10,45,90,25,100,65,60,95,0.54,0.22,0.5,0.32,0.47,0.31,0.31,0.34,0.29,0.32,0.846,0.604,0.882,0.273,0.283,0.932,0.318,0.312,0.034,0.47,21947,22693,20493,21476,15689,14086,15879,15552,15444,19103,7,9,6,6,9,5,9,7,7,9,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,2,2,8,1,9,4,1,9,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,9,5,6,9,5,9,7,8,9,1,2,1,1,1,1,1,1,1,1,8,6,3,8,8,5,2,8,3,9,3,3,0,3,3,3,3,0,0,0,5,4,2,5,5,5,2,5,2,5,0,0,72,27,33,2,0,M,44,English,Firefox,Windows
112,1,0,1,2,3,4,5,6,7,8,9,10,15,37,4,24,49,47,41,10,39,36,30,20,10,20,50,55,0,20,20,30,50,50,35,60,75,70,40,45,50,50,95,90,75,90,90,85,95,70,90,90,0.3,0.28,0.5,0.33,0.3,0.28,0.27,0.43,0.32,0.39,0.3,0.19,0.31,0.2,0.52,0.51,0.4,0.39,0.18,0.25,0.4,0.53,0.19,0.47,0.18,0.21,0.33,0.18,0.5,0.36,95,20,10,90,50,70,40,20,90,90,0.4,0.28,0.5,0.47,0.3,0.51,0.4,0.43,0.5,0.36,0.997,0.948,0.416,0.321,0.023,0.435,0.828,0.041,0.052,0.691,25540,21176,23109,25197,23655,38407,23753,17056,18188,16546,9,5,1,9,5,8,5,1,9,9,1,2,6,1,3,1,3,8,1,1,1,2,4,1,3,1,1,2,1,1,9,2,5,9,5,6,5,7,9,9,1,1,6,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,9,4,1,9,4,7,6,2,9,9,1,7,9,1,7,3,4,9,1,1,6,6,6,7,4,2,4,8,3,6,3,3,0,2,1,2,2,1,1,0,3,1,2,4,2,5,3,4,2,4,0,0,60,24,28,1,0,M,55,English,Firefox,Windows
113,1,1,1,2,3,4,5,6,7,8,9,10,29,12,20,49,6,22,14,3,34,45,40,20,25,50,10,20,30,0,30,10,65,45,45,75,35,60,50,30,50,50,100,70,80,90,75,90,95,60,90,75,0.38,0.4,0.26,0.3,0.5,0.32,0.33,0.41,0.43,0.6,0.34,0.34,0.32,0.52,0.32,0.16,0.29,0.37,0.23,0.24,0.28,0.26,0.42,0.18,0.18,0.52,0.38,0.22,0.34,0.16,65,70,45,50,75,20,50,60,30,75,0.34,0.26,0.32,0.3,0.18,0.32,0.29,0.22,0.43,0.16,0.63,0.463,0.256,0.342,0.4,0.856,0.664,0.574,0.359,0.29,16597,12271,16649,14319,9988,11637,13373,11313,11918,8834,8,8,7,7,8,7,7,9,5,8,1,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,7,8,4,6,5,7,4,7,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,4,6,8,3,3,6,4,7,2,2,0,2,1,0,0,3,2,2,3,7,2,5,7,6,5,6,5,5,2,1,69,13,25,1,3,M,25,english,Chrome,Mac
114,1,0,1,2,3,4,5,6,7,8,9,10,20,11,21,5,14,48,37,31,19,30,25,20,25,10,30,55,20,45,25,40,45,45,45,35,50,70,50,60,45,65,80,70,80,75,95,85,90,90,80,100,0.26,0.41,0.3,0.515,0.33,0.25,0.28,0.54,0.31,0.37,0.32,0.35,0.3,0.3,0.29,0.52,0.19,0.3,0.32,0.32,0.42,0.24,0.4,0.185,0.38,0.23,0.53,0.16,0.37,0.31,45,45,80,35,50,85,20,45,25,100,0.32,0.35,0.4,0.3,0.29,0.23,0.28,0.54,0.31,0.31,0.167,0.181,0.503,0.723,0.942,0.811,0.405,0.132,0.169,0.179,19190,13031,9770,13993,14129,10664,11684,13028,14237,9887,5,7,9,6,5,9,3,4,3,9,1,2,1,1,2,1,6,3,6,1,1,1,1,1,2,1,7,1,4,1,3,1,4,4,3,5,7,1,2,4,1,1,1,1,1,1,7,1,6,1,1,1,1,1,1,1,1,1,1,1,3,4,9,5,4,9,1,4,2,9,7,5,1,5,7,1,8,7,8,1,8,2,2,7,8,7,5,8,2,6,2,2,1,3,1,2,1,2,1,1,5,3,3,5,4,5,3,3,3,4,0,0,69,19,29,2,0,M,26,English,Firefox,Windows
115,1,1,1,2,3,4,5,6,7,8,9,10,33,44,17,5,15,38,11,50,48,35,45,10,25,10,30,20,20,50,55,30,60,50,60,35,50,50,45,75,70,50,90,75,100,75,95,90,70,90,85,90,0.5,0.58,0.42,0.515,0.3,0.3,0.41,0.32,0.25,0.41,0.3,0.24,0.38,0.3,0.3,0.18,0.35,0.5,0.52,0.24,0.2,0.18,0.2,0.185,0.4,0.52,0.24,0.18,0.23,0.35,90,50,60,35,95,50,45,75,85,50,0.2,0.24,0.38,0.3,0.4,0.18,0.35,0.5,0.23,0.24,0.318,0.098,0.69,0.02,0.628,0.805,0.229,0.387,0.459,0.737,19582,21557,16786,14748,11077,17089,14492,16428,13241,14171,9,8,8,8,9,6,8,8,9,8,1,2,2,2,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,9,7,7,8,6,8,7,3,9,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,8,8,9,6,7,8,9,8,1,2,2,2,1,3,2,2,1,2,8,2,2,7,8,6,3,8,2,8,3,3,0,3,0,3,3,2,0,0,5,4,2,5,5,4,3,4,3,5,0,0,74,28,31,3,0,M,25,English,Firefox,Mac
116,1,0,1,2,3,4,5,6,7,8,9,10,20,17,26,33,19,23,30,44,36,31,25,25,15,45,25,20,40,10,30,45,45,60,50,60,45,60,65,50,50,60,80,100,75,90,80,90,100,75,90,90,0.26,0.42,0.24,0.5,0.31,0.34,0.37,0.58,0.39,0.54,0.32,0.38,0.4,0.3,0.32,0.22,0.32,0.24,0.25,0.3,0.42,0.2,0.36,0.2,0.37,0.44,0.31,0.18,0.36,0.16,45,60,50,90,25,60,100,50,90,45,0.32,0.38,0.4,0.2,0.31,0.22,0.31,0.24,0.36,0.54,0.089,0.196,0.707,0.632,0.191,0.373,0.232,0.894,0.56,0.97,17245,18121,17141,13161,19072,21323,12922,16487,15726,18852,6,8,7,9,3,7,9,8,9,3,3,2,2,1,7,4,1,1,1,7,1,1,1,1,3,2,1,1,1,3,3,7,3,9,4,6,6,7,5,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,8,9,2,5,9,8,9,2,3,2,2,1,8,5,1,1,1,8,2,1,3,8,4,1,2,7,2,9,3,3,2,3,3,1,2,1,2,2,1,6,4,2,5,4,5,6,5,2,1,1,71,17,15,7,2,M,23,English,Firefox,Windows
117,1,1,1,2,3,4,5,6,7,8,9,10,20,47,24,29,18,10,36,30,50,43,25,55,20,40,25,20,30,40,50,10,45,70,60,65,60,45,50,65,75,50,80,85,90,100,100,70,90,100,90,75,0.26,0.28,0.33,0.38,0.43,0.43,0.39,0.37,0.32,0.55,0.32,0.51,0.2,0.34,0.35,0.39,0.25,0.32,0.5,0.28,0.42,0.21,0.47,0.28,0.22,0.18,0.36,0.31,0.18,0.17,45,70,90,65,100,20,90,100,75,10,0.32,0.51,0.47,0.34,0.22,0.43,0.36,0.31,0.5,0.55,0.561,0.868,0.57,0.662,0.525,0.256,0.905,0.074,0.887,0.726,25863,15820,16747,14064,11664,12431,11697,12206,13748,14321,6,8,8,7,8,6,7,8,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,7,8,6,8,8,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,5,7,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,5,4,6,5,3,5,5,5,7,5,2,2,2,1,2,2,1,2,2,2,2,2,3,3,4,3,3,4,3,4,1,1,46,13,24,3,2,M,28,English,Firefox,Mac
118,1,0,1,2,3,4,5,6,7,8,9,10,42,49,28,21,9,11,50,29,40,37,0,50,40,25,15,20,50,40,0,20,40,75,65,45,70,45,75,65,40,50,95,90,100,80,80,70,90,100,95,90,0.26,0.3,0.36,0.3,0.45,0.41,0.32,0.38,0.27,0.28,0.42,0.52,0.4,0.3,0.29,0.35,0.5,0.34,0.38,0.19,0.32,0.18,0.24,0.4,0.26,0.24,0.18,0.28,0.35,0.53,95,50,40,80,80,45,75,65,0,20,0.32,0.3,0.36,0.4,0.26,0.35,0.5,0.34,0.27,0.28,0.274,0.418,0.062,0.071,0.559,0.34,0.473,0.14,0.413,0.698,46565,43593,46031,17942,24814,39435,31437,31766,38172,44869,7,3,3,8,8,6,7,7,1,3,1,7,7,1,1,4,2,4,9,7,1,7,7,1,1,4,2,4,9,6,6,7,4,6,7,6,3,7,7,7,1,7,7,1,1,4,2,4,9,5,1,3,7,1,1,6,2,5,9,7,8,3,3,8,8,6,7,7,1,5,1,7,7,1,1,4,2,4,9,7,4,3,5,5,3,3,2,4,5,5,2,2,1,1,1,2,2,2,2,2,4,5,4,3,4,4,4,4,4,4,0,0,53,16,23,2,0,M,25,English,Chrome,Windows
119,1,1,1,2,3,4,5,6,7,8,9,10,40,16,12,35,8,4,10,15,36,24,0,25,20,30,15,10,20,30,30,20,40,60,45,50,70,35,45,50,50,60,95,100,70,90,80,75,70,95,90,90,0.27,0.45,0.4,0.41,0.49,0.5,0.43,0.3,0.39,0.33,0.38,0.37,0.34,0.24,0.27,0.31,0.39,0.3,0.25,0.2,0.35,0.18,0.26,0.35,0.24,0.19,0.18,0.4,0.36,0.47,0,25,70,50,70,10,20,95,90,90,0.27,0.45,0.26,0.24,0.27,0.5,0.43,0.4,0.36,0.47,0.611,0.485,0.028,0.783,0.68,0.059,0.426,0.18,0.921,0.018,17901,12640,12887,14190,9887,13588,15964,12738,12906,12747,3,6,8,6,7,4,3,8,7,7,3,3,2,2,3,2,4,2,2,2,3,3,3,2,4,2,3,2,2,2,5,4,4,3,3,3,4,4,3,2,5,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,5,4,3,3,2,3,3,3,2,2,8,4,1,4,4,8,5,2,1,1,8,3,4,7,7,2,2,7,3,7,3,3,0,3,1,3,3,1,1,1,6,6,2,6,6,3,3,6,2,3,0,0,72,26,32,2,0,M,39,english,Chrome,Mac
120,1,0,1,2,3,4,5,6,7,8,9,10,4,20,44,10,41,22,13,42,33,2,10,25,10,20,0,20,30,0,45,0,35,45,50,45,40,60,50,40,60,30,75,80,75,70,95,90,95,95,90,60,0.5,0.26,0.58,0.43,0.27,0.32,0.31,0.26,0.5,0.42,0.31,0.32,0.24,0.39,0.4,0.16,0.25,0.42,0.3,0.31,0.19,0.42,0.18,0.18,0.33,0.52,0.44,0.32,0.2,0.27,10,45,50,20,40,20,30,95,90,30,0.5,0.32,0.24,0.43,0.4,0.32,0.31,0.32,0.2,0.31,0.552,0.118,0.856,0.029,0.027,0.768,0.176,0.501,0.699,0.148,16095,11506,18349,10637,15141,18489,15403,12654,11765,11084,3,2,4,2,2,2,2,7,7,3,2,2,1,2,2,3,3,1,1,2,1,1,1,1,1,2,3,1,1,1,1,2,3,1,1,3,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,3,6,6,3,3,4,2,3,2,5,6,1,1,4,5,3,4,6,6,5,3,6,5,5,3,3,0,3,0,3,3,0,0,0,5,5,2,6,4,4,2,6,2,4,0,0,58,30,33,1,0,M,27,English,Chrome,Windows
121,1,0,1,2,3,4,5,6,7,8,9,10,42,17,49,38,9,45,13,40,3,35,0,25,50,20,15,10,30,0,0,30,40,60,75,50,70,50,50,40,30,50,95,100,90,90,80,75,95,95,60,90,0.26,0.42,0.3,0.3,0.45,0.6,0.31,0.27,0.41,0.41,0.42,0.38,0.52,0.18,0.29,0.24,0.25,0.38,0.37,0.24,0.32,0.2,0.18,0.52,0.26,0.16,0.44,0.35,0.22,0.35,95,60,50,50,80,75,30,0,60,50,0.32,0.38,0.3,0.18,0.26,0.16,0.31,0.27,0.22,0.24,0.379,0.932,0.455,0.943,0.526,0.874,0.737,0.569,0.989,0.014,29156,32867,35148,33741,26047,27421,42522,31423,36629,44003,9,6,5,4,9,9,2,1,8,5,1,2,3,7,1,1,8,9,1,1,1,1,2,4,1,1,6,9,1,1,9,5,2,7,8,9,8,9,8,6,1,2,3,5,1,1,8,9,1,2,1,1,1,1,1,1,1,1,1,1,9,6,3,3,9,9,2,1,9,6,1,3,4,8,1,1,9,9,1,3,8,1,2,6,1,2,3,5,4,6,2,2,0,2,0,0,0,3,2,2,1,3,1,1,6,4,7,1,7,1,1,2,64,14,12,1,3,F,29,English,Chrome,Windows
122,1,0,1,2,3,4,5,6,7,8,9,10,13,6,16,21,37,1,15,34,35,50,30,10,25,25,20,0,30,30,30,50,50,35,60,45,50,30,50,50,50,75,95,75,100,80,90,60,95,90,90,90,0.31,0.5,0.45,0.3,0.28,0.38,0.3,0.43,0.41,0.32,0.25,0.32,0.37,0.3,0.19,0.36,0.3,0.23,0.24,0.5,0.44,0.18,0.18,0.4,0.53,0.26,0.4,0.34,0.35,0.18,30,75,25,80,20,0,95,30,50,75,0.31,0.18,0.45,0.4,0.28,0.38,0.4,0.43,0.24,0.5,0.46,0.504,0.94,0.785,0.727,0.131,0.396,0.39,0.833,0.811,44037,75188,34274,25425,27722,21008,27818,45419,33128,42035,2,9,2,9,1,1,9,2,6,8,7,1,9,1,9,9,1,6,2,2,5,1,5,1,8,8,1,4,1,1,6,8,1,6,8,2,4,3,8,2,2,1,6,1,9,9,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,9,1,9,1,1,9,3,6,8,9,1,9,1,9,9,1,9,3,2,8,2,4,9,8,2,3,9,1,7,3,3,0,3,0,3,3,0,0,0,5,6,1,5,6,3,1,5,1,6,0,0,79,30,37,1,0,F,37,English,Firefox,Mac
123,1,0,1,2,3,4,5,6,7,8,9,10,8,45,49,25,7,16,21,15,44,32,15,10,50,15,15,25,25,30,10,45,70,50,75,50,70,60,45,50,50,60,80,75,90,75,80,100,80,95,75,90,0.49,0.6,0.3,0.21,0.47,0.45,0.3,0.3,0.58,0.52,0.27,0.24,0.52,0.36,0.28,0.37,0.3,0.3,0.24,0.29,0.24,0.16,0.18,0.43,0.25,0.18,0.4,0.4,0.18,0.19,70,75,50,15,15,25,80,95,50,60,0.27,0.16,0.3,0.21,0.47,0.45,0.4,0.4,0.24,0.29,0.571,0.013,0.607,0.506,0.604,0.427,0.513,0.297,0.99,0.606,13808,12626,12242,12082,13819,11596,12280,12785,12212,13353,9,9,8,6,7,7,9,9,7,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,3,6,6,6,9,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,6,7,9,9,7,8,1,1,1,2,1,1,1,1,1,1,9,2,2,8,9,1,9,9,2,9,3,3,0,3,0,3,3,0,0,0,6,5,7,6,5,6,7,5,7,6,0,0,78,30,21,7,0,F,31,English,Chrome,Windows
124,1,0,1,2,3,4,5,6,7,8,9,10,26,27,34,13,30,10,5,47,39,8,15,15,30,30,40,20,10,55,20,15,50,50,50,50,65,45,35,70,50,70,75,75,90,95,100,70,75,85,90,80,0.24,0.25,0.43,0.31,0.37,0.43,0.515,0.28,0.32,0.49,0.4,0.38,0.23,0.25,0.32,0.39,0.3,0.51,0.18,0.27,0.36,0.37,0.34,0.44,0.31,0.18,0.185,0.21,0.5,0.24,50,75,30,30,100,20,35,70,90,70,0.4,0.37,0.43,0.31,0.31,0.43,0.3,0.51,0.5,0.27,0.487,0.791,0.822,0.461,0.921,0.398,0.636,0.306,0.084,0.211,29665,18552,31656,25377,26969,27363,26100,16767,22468,22151,7,9,5,5,9,5,5,9,9,8,1,1,2,3,1,4,4,1,1,1,1,1,2,2,1,2,2,1,1,1,7,9,4,4,9,3,3,9,9,8,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,4,4,9,2,3,9,9,8,4,1,7,3,1,7,7,1,1,1,9,2,2,4,5,1,1,5,2,8,2,2,3,2,3,1,0,3,3,3,3,2,5,4,5,3,6,3,7,3,3,3,73,7,16,1,6,M,37,english,Chrome,Windows
125,1,0,1,2,3,4,5,6,7,8,9,10,49,19,44,16,2,25,11,39,42,31,50,25,10,25,0,15,20,20,0,45,75,45,50,60,30,50,45,50,40,60,90,80,75,100,60,75,70,90,95,90,0.3,0.31,0.58,0.45,0.42,0.21,0.41,0.32,0.26,0.54,0.52,0.32,0.24,0.37,0.31,0.36,0.35,0.18,0.42,0.3,0.18,0.37,0.18,0.18,0.27,0.43,0.24,0.5,0.32,0.16,50,25,50,25,30,15,45,90,95,45,0.3,0.31,0.24,0.45,0.31,0.21,0.35,0.5,0.32,0.54,0.208,0.681,0.395,0.533,0.745,0.818,0.014,0.959,0.726,0.939,26589,15913,11887,16061,95506,40152,26210,26242,39755,17570,2,1,4,1,5,1,4,9,9,1,5,6,1,6,2,5,1,1,1,5,3,3,1,2,1,2,1,1,1,2,7,4,2,7,1,4,1,1,3,2,3,7,1,4,1,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,5,1,2,1,1,1,2,1,1,1,8,6,1,8,1,6,1,1,1,7,4,2,6,7,5,3,5,8,2,6,2,2,0,0,1,1,2,0,1,1,4,3,3,4,1,3,4,6,1,4,1,0,62,19,28,1,1,M,27,English,Firefox,Windows
126,1,0,1,2,3,4,5,6,7,8,9,10,44,5,35,45,34,46,18,19,31,29,10,10,30,10,30,55,25,25,45,40,50,35,50,50,50,70,60,45,60,65,75,75,90,75,90,85,100,80,90,100,0.58,0.515,0.41,0.6,0.43,0.26,0.43,0.31,0.54,0.38,0.24,0.3,0.24,0.24,0.23,0.53,0.35,0.32,0.3,0.34,0.18,0.185,0.35,0.16,0.34,0.21,0.22,0.37,0.16,0.28,50,35,50,75,30,55,100,25,45,65,0.24,0.3,0.24,0.16,0.43,0.26,0.22,0.31,0.54,0.34,0.506,0.809,0.168,0.585,0.666,0.022,0.302,0.381,0.748,0.124,43373,36148,33230,25232,43592,37085,24660,43796,48170,34859,8,7,6,9,3,3,9,2,3,6,1,1,1,1,5,4,1,3,3,3,1,1,1,1,5,4,1,5,4,2,7,6,4,9,1,2,9,3,2,5,1,1,1,1,3,4,1,6,2,2,1,1,1,1,1,1,1,1,1,1,5,4,3,9,1,1,9,2,2,5,1,4,2,1,8,9,1,8,6,4,7,1,2,8,9,2,1,9,1,9,3,3,0,3,0,3,3,0,0,0,6,5,1,6,6,6,1,5,1,6,0,0,85,30,39,1,0,M,39,English,Firefox,Windows
127,1,1,1,2,3,4,5,6,7,8,9,10,41,29,5,49,27,30,32,42,1,22,0,40,10,50,15,40,45,0,0,20,40,65,35,75,50,65,60,40,30,60,95,100,75,90,75,100,90,95,60,90,0.27,0.38,0.515,0.3,0.25,0.37,0.52,0.26,0.38,0.32,0.4,0.34,0.3,0.52,0.38,0.32,0.29,0.42,0.36,0.16,0.33,0.28,0.185,0.18,0.37,0.31,0.19,0.32,0.26,0.52,40,65,35,50,75,100,60,95,0,20,0.4,0.34,0.3,0.3,0.37,0.31,0.29,0.32,0.38,0.32,0.281,0.469,0.104,0.353,0.59,0.769,0.676,0.85,0.966,0.27,26990,17690,20133,27903,14087,18968,14835,12598,32628,16294,8,7,7,7,9,9,8,9,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,7,4,4,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,7,1,1,7,6,1,1,6,1,9,1,3,1,2,1,2,3,3,2,1,6,3,3,1,6,2,2,1,4,3,0,0,80,18,25,3,0,F,32,ENGLISH,Firefox,Windows
128,1,1,1,2,3,4,5,6,7,8,9,10,19,45,2,43,49,33,15,1,5,29,25,10,0,10,50,45,30,0,10,40,45,50,30,50,75,60,50,30,35,65,80,75,60,75,90,90,95,60,75,100,0.31,0.6,0.42,0.55,0.3,0.5,0.3,0.38,0.515,0.38,0.32,0.24,0.31,0.28,0.52,0.3,0.3,0.36,0.3,0.34,0.37,0.16,0.27,0.17,0.18,0.2,0.4,0.26,0.185,0.28,25,75,30,10,50,90,95,0,35,65,0.31,0.16,0.31,0.55,0.3,0.2,0.4,0.38,0.3,0.34,0.995,0.666,0.729,0.223,0.776,0.884,0.17,0.169,0.384,0.82,35018,21053,23585,23294,23774,23447,21589,21953,22774,19390,1,5,3,2,2,6,6,2,3,3,2,1,1,2,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,5,2,4,5,5,5,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,5,3,2,5,6,2,3,3,7,1,5,8,8,1,1,8,5,6,8,1,5,9,8,4,2,9,5,7,3,3,0,3,0,3,3,0,0,0,5,6,1,6,6,5,1,6,2,6,0,0,74,30,37,1,0,M,61,English,Firefox,Windows
129,1,1,1,2,3,4,5,6,7,8,9,10,42,7,17,11,31,4,9,16,43,5,0,15,25,20,45,10,15,25,10,10,40,70,60,45,60,35,70,60,50,35,95,80,100,70,90,75,80,100,75,75,0.26,0.47,0.42,0.41,0.54,0.5,0.45,0.45,0.55,0.515,0.42,0.28,0.38,0.35,0.3,0.31,0.29,0.37,0.28,0.3,0.32,0.25,0.2,0.24,0.16,0.19,0.26,0.18,0.17,0.185,95,15,60,45,45,10,80,25,10,35,0.32,0.47,0.38,0.35,0.54,0.5,0.26,0.45,0.55,0.3,0.456,0.913,0.651,0.703,0.201,0.466,0.578,0.225,0.872,0.66,27085,29310,24870,25395,27917,28899,19816,27156,28933,17245,9,3,6,5,3,2,9,3,1,5,1,4,4,3,3,5,1,6,8,5,1,4,1,3,3,5,1,3,5,5,6,2,3,3,3,2,7,3,5,5,1,1,1,2,3,8,1,6,8,2,1,1,1,1,1,1,1,1,1,1,9,4,5,4,4,1,9,3,3,4,1,4,5,4,5,8,1,8,7,7,6,5,4,2,7,5,3,7,1,9,3,3,0,2,0,3,3,0,0,0,4,3,3,5,5,2,4,5,6,6,0,0,63,29,26,5,0,F,40,English,Chrome,Mac
130,1,1,1,2,3,4,5,6,7,8,9,10,9,35,17,24,8,49,10,27,39,23,15,30,25,20,15,50,20,15,20,20,70,50,60,60,70,75,45,50,50,60,80,90,100,90,80,90,70,75,90,90,0.45,0.41,0.42,0.33,0.49,0.3,0.43,0.25,0.32,0.34,0.29,0.24,0.38,0.2,0.27,0.52,0.39,0.38,0.18,0.22,0.26,0.35,0.2,0.47,0.24,0.18,0.18,0.37,0.5,0.44,80,50,60,90,70,50,20,75,90,60,0.26,0.24,0.38,0.47,0.27,0.3,0.43,0.37,0.5,0.22,0.582,0.416,0.113,0.351,0.499,0.769,0.262,0.031,0.231,0.231,17475,14869,13803,14377,12065,11891,11738,12165,10395,10467,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,9,1,1,9,1,9,3,3,0,3,0,3,3,0,0,0,7,7,1,7,7,7,1,1,1,7,0,0,90,30,42,1,0,M,25,English,Chrome,Linux
